"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","13926","경상북도 구미시 1공단로6길 54","178860","2016","지에스이앤알"," ","130501"," "," ","836390"
"measureResultList.2"," ","6281","경상북도 김천시 공단4길 118-10 (응명동)","248105","2016","김천에너지서비스"," ","130560"," "," ","263520"
"measureResultList.3"," ","2867","경상북도 포항시 남구 오천읍 광명산단로 61"," ","2016","㈜심팩인더스트리 고순도 FeSi공장"," ","130561"," "," "," "
"measureResultList.4"," ","3501","경상북도 경주시 천북면 천북산단로 265-15","4125","2016","베페사징크코리아㈜"," ","130562"," "," ","17846"
"measureResultList.5"," "," ","경상북도 포항시 남구 동해안로 6262 (동촌동)"," ","2016","포스코에너지포항발전소"," ","130563"," "," ","488635"
"measureResultList.6"," ","67","경상북도 포항시 북구 흥해읍 영일만산단남로75번길 41","3092","2016","이비덴그라파이트㈜"," ","130564"," "," ","344"
"measureResultList.7"," "," ","경상북도 안동시 풍산읍 산업단지1길 38"," ","2016","남부발전안동발전본부"," ","130566"," "," ","142454"
"measureResultList.8"," ","56","경상북도 경산시 용성면 설총로 154-180","1880","2016","경산시 자원회수시설","821","130568","1702"," ","14962"
"measureResultList.9","0","996","경상북도 포항시 남구 대송로253번길 63 (괴동동)"," ","2016","㈜한국협화"," ","130531"," ","38"," "
"measureResultList.10"," ","233770","경상북도 포항시 남구 동해안로 6261 (괴동동)","3355879","2016","㈜포스코 포항제철소","769","130502","1683"," ","11125918"
"measureResultList.11"," ","9188","경상북도 포항시 남구 대송면 철강산단로 195"," ","2016","동국제강㈜포항공장"," ","130511"," "," "," "
"measureResultList.12"," "," ","경상북도 포항시 남구 대송로 111 (장흥동)"," ","2016","동일산업포항2공장","188","130543"," "," "," "
"measureResultList.13"," ","5683","경상북도 포항시 남구 신항로 110 (청림동)"," ","2016","㈜포스코케미칼"," ","130542"," "," ","168042"
"measureResultList.14"," "," ","경상북도 포항시 남구 괴동로 57 (장흥동)"," ","2016","동국산업","60","130544"," "," "," "
"measureResultList.15"," "," ","경상북도 포항시 남구 대송로 151 (괴동동)"," ","2016","현대종합특수강㈜포항1공장","924","130545"," "," "," "
"measureResultList.16"," ","1825","경상북도 포항시 남구 철강로314번길 36 (장흥동)"," ","2016","현대제철㈜포항2공장"," ","130515"," "," "," "
"measureResultList.17"," ","363","경상북도 문경시 배실안길 94 (공평동)"," ","2016","문경시소각장","1709","130553","3404"," ","14741"
"measureResultList.18"," ","146","경상북도 성주군 성주읍 삼산1길 266"," ","2016","성주군소각장","329","130554","978"," ","3730"
"measureResultList.19"," ","270","경상북도 칠곡군 왜관읍 공단로5길 60-1","319","2016","제일에너지","395","130555","811"," ","38638"
"measureResultList.20"," ","273","경상북도 구미시 산동면 송백로 499"," ","2016","구미시 폐기물소각시설","3348","130556","830"," ","36264"
"measureResultList.21"," "," ","경상북도 포항시 남구 청림서길 54 (청림동)"," ","2016","OCI㈜포항공장"," ","130557"," "," ","660054"
"measureResultList.22"," ","1279","경상북도 포항시 남구 대송면 철강로492번길 49","2629","2016","네이처이앤티","226","130520","5185"," ","22678"
"measureResultList.23"," ","72","경상북도 경산시 진량읍 대구대로 355-26","9","2016","㈜이에스지경산","1","130558","333"," ","1031"
"measureResultList.24"," ","922","경상북도 경주시 경감로 466-246 (천군동)","6083","2016","경주시 자원회수시설","2971","130559","1441"," ","22743"
"measureResultList.25"," ","415","경상북도 김천시 공단1길 8 (대광동)","784","2016","김천시소각장","320","130548","1046"," ","5844"
"measureResultList.26"," "," ","경상북도 봉화군 석포면 승부길 16"," ","2016","영풍석포제련소"," ","130549"," "," ","45325"
"measureResultList.27"," ","625","경상북도 고령군 다산면 다산산단로 54-58"," ","2016","아림환경","179","130550","2823"," ","10776"
"measureResultList.28"," ","16473","경상북도 포항시 남구 동해안로 6262"," ","2016","포스코케미칼포항화학"," ","130551"," "," ","409267"
"measureResultList.29"," ","18495","경상북도 포항시 남구 동해안로 6363 (송내동)"," ","2016","현대제철㈜포항1공장"," ","130514"," "," "," "
"measureResultList.30"," ","6026","경상북도 포항시 남구 괴동로 153 (괴동동)"," ","2016","SIMPAC 포항1공장"," ","130518"," "," "," "
"measureResultList.31"," ","5862","경상북도 포항시 남구 괴동로 112 (장흥동)"," ","2016","동일산업㈜"," ","130519"," "," "," "
"measureResultList.32"," ","821","경상북도 김천시 공단3길 156 (응명동)","54567","2016","한국오웬스코닝"," ","130521"," "," ","53930"
"measureResultList.33"," ","1130","경상북도 칠곡군 약목면 교8길 83","213","2016","진영제지공업㈜","0","130523","4035"," ","30653"
"measureResultList.34"," ","281","경상북도 칠곡군 석적읍 3공단1로 62-6","923","2016","구미시설공단","12","130525","688"," ","5518"
"measureResultList.35"," ","128","경상북도 경산시 진량읍 공단8로 198-17"," ","2016","경산시청","129","130526","796"," ","7424"
"measureResultList.36"," ","332","경상북도 상주시 영남제일로 1408-51","94","2016","상주시소각장","196","130527","122"," ","4258"
"measureResultList.37"," ","650","경상북도 구미시 3공단3로 46-79 (시미동)","960","2016","㈜케이비아이국인산업","671","130528","5885"," ","63355"
"measureResultList.38"," "," ","경상북도 포항시 남구 철강산단로 202 (장흥동)"," ","2016","㈜세기"," ","130530"," ","88"," "
"measureResultList.39"," ","236","경상북도 포항시 남구 대송면 송덕로 143"," ","2016","㈜유니온 포항공장"," ","130532"," "," ","13845"
"measureResultList.40"," ","543","경상북도 구미시 4공단로 44 (구포동)","59","2016","경북환경에너지㈜","751","130533","4731"," ","25951"
"measureResultList.41"," ","1005","경상북도 영천시 도남공단3길 25 (도남동)","143","2016","㈜에스피환경","1223","130535","958"," ","31471"
"measureResultList.42"," ","902","경상북도 경주시 안강읍 두류길 178-1","1065","2016","㈜이에스지경주","249","130536","5036"," ","42360"
"measureResultList.43"," ","2427","경상북도 구미시 산동면 첨단기업로 178"," ","2016","에이지씨화인테크노한국㈜"," ","130538"," "," ","248241"
"year","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"brtcCode","14","14","14","14","14","14","14","14","14","14","14"
